Participants	Duration..in.seconds.	Attention.check	Q3	Q4	Q5	Set_News	Type	Number	Accurate	Interesting	Order	Share
8	247	1	2	23	5	FL_433	TN	7	1	6	C	4
9	245	1	2	24	3	FL_433	TN	7	4	2	B	2
17	763	1	1	22	3	FL_433	TN	7	3	3	D	2
20	301	1	1	26	3	FL_433	TN	7	1	6	B	3
22	214	1	2	30	5	FL_433	TN	7	1	5	E	1
23	414	1	2	22	5	FL_433	TN	7	4	4	C	2
28	227	1	2	29	6	FL_433	TN	7	1	6	A	4
30	220	1	1	18	2	FL_433	TN	7	3	5	E	1
35	472	1	2	25	3	FL_433	TN	7	1	6	E	5
38	334	1	1	30	3	FL_433	TN	7	3	5	C	3
39	304	1	2	60	2	FL_433	TN	7	4	7	D	6
42	1013	1	1	25	2	FL_433	TN	7	2	4	C	3
44	239	1	2	18	2	FL_433	TN	7	2	4	E	2
47	162	1	1	27	3	FL_433	TN	7	3	4	D	1
49	311	1	1	31	5	FL_433	TN	7	3	4	A	1
51	138	1	2	34	5	FL_433	TN	7	3	4	A	1
54	330	1	1	35	5	FL_433	TN	7	4	4	C	1
57	194	1	2	28	2	FL_433	TN	7	2	4	E	4
59	293	1	1	45	3	FL_433	TN	7	2	7	E	6
65	211	1	2	20	3	FL_433	TN	7	2	4	E	4
67	222	1	2	34	4	FL_433	TN	7	3	5	E	1
68	366	1	2	27	5	FL_433	TN	7	3	4	C	3
70	382	1	2	19	3	FL_433	TN	7	4	4	A	4
76	230	1	2	20	3	FL_433	TN	7	3	4	C	1
80	311	1	1	33	1	FL_433	TN	7	1	7	C	1
82	266	1	2	39	3	FL_433	TN	7	1	4	B	1
87	260	1	2	32	6	FL_433	TN	7	3	3	E	2
88	212	1	1	43	5	FL_433	TN	7	3	6	E	5
90	159	1	2	31	6	FL_433	TN	7	4	6	E	1
96	213	1	2	24	5	FL_433	TN	7	3	4	B	1
97	268	1	1	60	3	FL_433	TN	7	3	5	B	2
100	377	1	2	35	4	FL_433	TN	7	4	7	C	5
101	181	1	2	29	5	FL_433	TN	7	3	4	E	4
103	470	1	2	34	3	FL_433	TN	7	3	3	B	1
114	380	1	1	34	2	FL_433	TN	7	2	7	E	2
115	172	1	2	39	2	FL_433	TN	7	3	5	E	4
116	231	1	1	27	6	FL_433	TN	7	3	4	D	2
121	357	1	2	34	6	FL_433	TN	7	4	4	A	4
126	236	1	2	27	5	FL_433	TN	7	2	4	E	3
127	167	1	2	34	5	FL_433	TN	7	3	3	B	2
131	243	1	2	41	3	FL_433	TN	7	3	3	A	2
136	215	1	1	31	6	FL_433	TN	7	4	7	D	1
138	174	1	1	31	3	FL_433	TN	7	4	7	C	6
142	165	1	2	27	5	FL_433	TN	7	4	4	B	1
145	223	1	2	20	4	FL_433	TN	7	2	4	C	3
146	598	1	2	36	3	FL_433	TN	7	1	5	A	5
149	283	1	1	40	5	FL_433	TN	7	3	6	C	5
152	289	1	2	19	3	FL_433	TN	7	4	6	D	5
153	396	1	1	73	2	FL_433	TN	7	4	5	C	2
156	398	1	2	31	6	FL_433	TN	7	3	4	E	2
157	470	1	2	19	3	FL_433	TN	7	2	7	B	6
160	293	1	2	22	5	FL_433	TN	7	4	5	E	4
162	135	1	1	35	5	FL_433	TN	7	2	3	B	1
168	191	1	3	34	5	FL_433	TN	7	3	5	D	4
169	525	1	1	18	4	FL_433	TN	7	3	6	E	5
171	187	1	1	34	6	FL_433	TN	7	4	6	C	4
172	251	1	1	42	5	FL_433	TN	7	3	4	C	3
182	281	1	1	51	5	FL_433	TN	7	4	6	E	5
185	299	1	2	36	6	FL_433	TN	7	1	5	E	1
186	292	1	2	19	3	FL_433	TN	7	3	5	E	4
188	325	1	2	28	6	FL_433	TN	7	1	5	E	2
194	239	1	2	37	8	FL_433	TN	7	4	6	B	5
195	376	1	2	49	4	FL_433	TN	7	4	6	C	4
198	203	1	2	38	3	FL_433	TN	7	3	4	B	1
199	278	1	3	31	5	FL_433	TN	7	3	1	E	1
201	241	1	2	29	5	FL_433	TN	7	3	5	B	3
202	278	1	1	36	5	FL_433	TN	7	4	6	D	5
206	177	1	1	21	5	FL_433	TN	7	2	6	E	6
207	354	1	1	39	3	FL_433	TN	7	4	7	E	5
209	305	1	1	30	5	FL_433	TN	7	4	6	D	4
210	183	1	3	21	3	FL_433	TN	7	2	6	E	4
215	223	1	1	36	6	FL_433	TN	7	1	5	D	1
221	150	1	2	28	3	FL_433	TN	7	1	2	B	1
227	213	1	2	24	5	FL_433	TN	7	4	6	E	4
232	321	1	2	25	3	FL_433	TN	7	3	5	C	2
235	217	1	2	56	4	FL_433	TN	7	4	5	A	6
249	324	1	1	29	5	FL_433	TN	7	2	3	A	1
250	283	1	2	66	6	FL_433	TN	7	4	5	C	2
251	293	1	2	23	3	FL_433	TN	7	4	5	E	4
255	223	1	1	27	5	FL_433	TN	7	4	6	E	4
258	287	1	1	33	3	FL_433	TN	7	3	5	B	1
265	256	1	2	41	5	FL_433	TN	7	3	6	E	6
269	321	1	2	30	5	FL_433	TN	7	3	3	E	2
271	299	1	1	18	4	FL_433	TN	7	4	5	E	4
272	294	1	1	32	6	FL_433	TN	7	3	3	A	2
273	502	1	2	29	5	FL_433	TN	7	2	4	A	4
275	313	1	2	18	3	FL_433	TN	7	3	4	C	2
276	323	1	1	40	5	FL_433	TN	7	3	5	E	2
278	370	1	1	29	5	FL_433	TN	7	1	4	E	1
280	544	1	2	77	3	FL_433	TN	7	1	7	B	6
282	519	1	1	25	4	FL_433	TN	7	2	2	B	2
286	734	1	1	26	5	FL_433	TN	7	3	5	D	3
290	670	1	2	38	6	FL_433	TN	7	4	6	C	1
292	406	1	2	49	6	FL_433	TN	7	3	4	B	1
298	1093	1	1	28	5	FL_433	TN	7	2	5	D	1
300	149	1	1	33	8	FL_433	TN	7	3	5	D	2
2	351	1	2	69	4	FL_433	FN	13	2	4	E	1
4	186	1	1	32	5	FL_433	FN	13	2	6	D	2
8	247	1	2	23	5	FL_433	FN	13	1	4	B	1
9	245	1	2	24	3	FL_433	FN	13	1	5	B	5
17	763	1	1	22	3	FL_433	FN	13	1	6	D	5
20	301	1	1	26	3	FL_433	FN	13	1	3	A	1
22	214	1	2	30	5	FL_433	FN	13	1	4	A	1
23	414	1	2	22	5	FL_433	FN	13	1	5	E	1
28	227	1	2	29	6	FL_433	FN	13	2	6	C	4
30	220	1	1	18	2	FL_433	FN	13	3	4	C	4
35	472	1	2	25	3	FL_433	FN	13	3	5	D	2
38	334	1	1	30	3	FL_433	FN	13	1	4	B	2
39	304	1	2	60	2	FL_433	FN	13	1	3	A	6
42	1013	1	1	25	2	FL_433	FN	13	3	5	B	3
44	239	1	2	18	2	FL_433	FN	13	1	5	A	1
47	162	1	1	27	3	FL_433	FN	13	1	2	D	1
49	311	1	1	31	5	FL_433	FN	13	1	4	A	1
51	138	1	2	34	5	FL_433	FN	13	2	2	E	1
54	330	1	1	35	5	FL_433	FN	13	1	6	C	1
57	194	1	2	28	2	FL_433	FN	13	1	5	B	1
59	293	1	1	45	3	FL_433	FN	13	2	6	E	3
65	211	1	2	20	3	FL_433	FN	13	1	3	C	3
67	222	1	2	34	4	FL_433	FN	13	1	3	E	1
68	366	1	2	27	5	FL_433	FN	13	1	4	A	2
70	382	1	2	19	3	FL_433	FN	13	2	6	B	6
76	230	1	2	20	3	FL_433	FN	13	1	4	C	1
80	311	1	1	33	1	FL_433	FN	13	1	7	C	1
82	266	1	2	39	3	FL_433	FN	13	1	5	B	1
87	260	1	2	32	6	FL_433	FN	13	2	3	E	1
88	212	1	1	43	5	FL_433	FN	13	2	4	A	4
90	159	1	2	31	6	FL_433	FN	13	1	6	D	1
96	213	1	2	24	5	FL_433	FN	13	2	4	E	1
97	268	1	1	60	3	FL_433	FN	13	2	4	C	2
100	377	1	2	35	4	FL_433	FN	13	1	7	D	1
101	181	1	2	29	5	FL_433	FN	13	1	4	C	1
103	470	1	2	34	3	FL_433	FN	13	2	2	D	1
114	380	1	1	34	2	FL_433	FN	13	1	6	E	2
115	172	1	2	39	2	FL_433	FN	13	3	5	E	1
116	231	1	1	27	6	FL_433	FN	13	1	5	B	1
121	357	1	2	34	6	FL_433	FN	13	1	5	C	1
126	236	1	2	27	5	FL_433	FN	13	1	1	E	1
127	167	1	2	34	5	FL_433	FN	13	1	1	A	1
131	243	1	2	41	3	FL_433	FN	13	2	5	E	3
136	215	1	1	31	6	FL_433	FN	13	1	4	A	1
138	174	1	1	31	3	FL_433	FN	13	1	7	C	1
142	165	1	2	27	5	FL_433	FN	13	1	2	D	1
145	223	1	2	20	4	FL_433	FN	13	3	7	A	4
146	598	1	2	36	3	FL_433	FN	13	2	5	E	2
149	283	1	1	40	5	FL_433	FN	13	1	5	D	2
152	289	1	2	19	3	FL_433	FN	13	1	1	A	1
153	396	1	1	73	2	FL_433	FN	13	1	6	E	5
156	398	1	2	31	6	FL_433	FN	13	2	4	A	2
157	470	1	2	19	3	FL_433	FN	13	2	5	E	5
160	293	1	2	22	5	FL_433	FN	13	1	6	A	1
162	135	1	1	35	5	FL_433	FN	13	1	1	C	1
168	191	1	3	34	5	FL_433	FN	13	2	5	D	1
169	525	1	1	18	4	FL_433	FN	13	3	4	E	2
171	187	1	1	34	6	FL_433	FN	13	1	4	E	1
172	251	1	1	42	5	FL_433	FN	13	1	5	E	4
182	281	1	1	51	5	FL_433	FN	13	1	7	B	1
185	299	1	2	36	6	FL_433	FN	13	1	3	A	1
186	292	1	2	19	3	FL_433	FN	13	2	3	D	4
188	325	1	2	28	6	FL_433	FN	13	1	4	D	2
194	239	1	2	37	8	FL_433	FN	13	1	5	D	4
195	376	1	2	49	4	FL_433	FN	13	1	7	E	1
198	203	1	2	38	3	FL_433	FN	13	1	2	D	1
199	278	1	3	31	5	FL_433	FN	13	2	4	D	1
201	241	1	2	29	5	FL_433	FN	13	2	3	E	2
202	278	1	1	36	5	FL_433	FN	13	2	3	E	1
206	177	1	1	21	5	FL_433	FN	13	1	5	B	2
207	354	1	1	39	3	FL_433	FN	13	1	1	B	1
209	305	1	1	30	5	FL_433	FN	13	2	6	C	2
210	183	1	3	21	3	FL_433	FN	13	4	6	A	2
215	223	1	1	36	6	FL_433	FN	13	1	4	B	1
221	150	1	2	28	3	FL_433	FN	13	1	1	E	1
227	213	1	2	24	5	FL_433	FN	13	1	5	E	2
232	321	1	2	25	3	FL_433	FN	13	1	4	B	2
235	217	1	2	56	4	FL_433	FN	13	2	4	C	5
249	324	1	1	29	5	FL_433	FN	13	2	4	E	1
250	283	1	2	66	6	FL_433	FN	13	1	4	C	1
251	293	1	2	23	3	FL_433	FN	13	2	3	D	2
255	223	1	1	27	5	FL_433	FN	13	1	5	C	1
258	287	1	1	33	3	FL_433	FN	13	1	6	E	1
265	256	1	2	41	5	FL_433	FN	13	2	6	A	2
269	321	1	2	30	5	FL_433	FN	13	2	3	B	2
271	299	1	1	18	4	FL_433	FN	13	2	4	D	3
272	294	1	1	32	6	FL_433	FN	13	1	4	E	1
273	502	1	2	29	5	FL_433	FN	13	1	4	C	1
275	313	1	2	18	3	FL_433	FN	13	2	3	E	2
276	323	1	1	40	5	FL_433	FN	13	1	7	D	2
278	370	1	1	29	5	FL_433	FN	13	2	5	D	4
280	544	1	2	77	3	FL_433	FN	13	1	6	C	1
282	519	1	1	25	4	FL_433	FN	13	2	3	E	3
286	734	1	1	26	5	FL_433	FN	13	1	5	D	1
290	670	1	2	38	6	FL_433	FN	13	1	5	A	1
292	406	1	2	49	6	FL_433	FN	13	1	4	E	1
298	1093	1	1	28	5	FL_433	FN	13	2	4	A	1
300	149	1	1	33	8	FL_433	FN	13	2	2	D	1
2	351	1	2	69	4	FL_433	FN	16	2	5	C	1
4	186	1	1	32	5	FL_433	FN	16	4	7	D	5
8	247	1	2	23	5	FL_433	FN	16	1	7	A	4
9	245	1	2	24	3	FL_433	FN	16	4	6	E	4
17	763	1	1	22	3	FL_433	FN	16	1	7	E	4
20	301	1	1	26	3	FL_433	FN	16	1	5	B	4
22	214	1	2	30	5	FL_433	FN	16	3	4	C	1
23	414	1	2	22	5	FL_433	FN	16	1	5	B	1
28	227	1	2	29	6	FL_433	FN	16	1	3	E	1
30	220	1	1	18	2	FL_433	FN	16	1	5	B	1
35	472	1	2	25	3	FL_433	FN	16	3	3	C	2
38	334	1	1	30	3	FL_433	FN	16	2	6	D	4
39	304	1	2	60	2	FL_433	FN	16	3	7	B	6
42	1013	1	1	25	2	FL_433	FN	16	2	3	E	3
44	239	1	2	18	2	FL_433	FN	16	1	6	E	4
47	162	1	1	27	3	FL_433	FN	16	2	5	E	1
49	311	1	1	31	5	FL_433	FN	16	1	4	E	1
51	138	1	2	34	5	FL_433	FN	16	3	4	D	1
54	330	1	1	35	5	FL_433	FN	16	2	7	D	1
57	194	1	2	28	2	FL_433	FN	16	3	5	E	5
59	293	1	1	45	3	FL_433	FN	16	3	5	E	2
65	211	1	2	20	3	FL_433	FN	16	3	4	E	3
67	222	1	2	34	4	FL_433	FN	16	1	3	A	1
68	366	1	2	27	5	FL_433	FN	16	2	5	E	2
70	382	1	2	19	3	FL_433	FN	16	2	4	D	3
76	230	1	2	20	3	FL_433	FN	16	2	5	C	1
80	311	1	1	33	1	FL_433	FN	16	1	7	A	1
82	266	1	2	39	3	FL_433	FN	16	2	5	E	2
87	260	1	2	32	6	FL_433	FN	16	2	2	A	1
88	212	1	1	43	5	FL_433	FN	16	3	6	B	5
90	159	1	2	31	6	FL_433	FN	16	1	5	D	1
96	213	1	2	24	5	FL_433	FN	16	4	5	A	1
97	268	1	1	60	3	FL_433	FN	16	4	7	D	6
100	377	1	2	35	4	FL_433	FN	16	1	7	E	1
101	181	1	2	29	5	FL_433	FN	16	4	5	C	1
103	470	1	2	34	3	FL_433	FN	16	1	4	E	1
114	380	1	1	34	2	FL_433	FN	16	2	6	B	2
115	172	1	2	39	2	FL_433	FN	16	3	5	E	1
116	231	1	1	27	6	FL_433	FN	16	1	5	A	1
121	357	1	2	34	6	FL_433	FN	16	1	5	E	1
126	236	1	2	27	5	FL_433	FN	16	1	2	E	1
127	167	1	2	34	5	FL_433	FN	16	1	6	E	1
131	243	1	2	41	3	FL_433	FN	16	2	5	E	4
136	215	1	1	31	6	FL_433	FN	16	1	5	A	1
138	174	1	1	31	3	FL_433	FN	16	1	7	A	1
142	165	1	2	27	5	FL_433	FN	16	1	2	B	1
145	223	1	2	20	4	FL_433	FN	16	3	4	E	2
146	598	1	2	36	3	FL_433	FN	16	2	5	B	2
149	283	1	1	40	5	FL_433	FN	16	2	6	B	2
152	289	1	2	19	3	FL_433	FN	16	3	5	B	6
153	396	1	1	73	2	FL_433	FN	16	2	6	C	1
156	398	1	2	31	6	FL_433	FN	16	2	6	C	1
157	470	1	2	19	3	FL_433	FN	16	3	7	E	4
160	293	1	2	22	5	FL_433	FN	16	1	5	C	1
162	135	1	1	35	5	FL_433	FN	16	2	4	D	1
168	191	1	3	34	5	FL_433	FN	16	1	6	C	1
169	525	1	1	18	4	FL_433	FN	16	3	6	B	2
171	187	1	1	34	6	FL_433	FN	16	1	3	E	1
172	251	1	1	42	5	FL_433	FN	16	1	7	E	5
182	281	1	1	51	5	FL_433	FN	16	2	5	A	2
185	299	1	2	36	6	FL_433	FN	16	1	3	E	1
186	292	1	2	19	3	FL_433	FN	16	3	6	E	5
188	325	1	2	28	6	FL_433	FN	16	2	6	D	3
194	239	1	2	37	8	FL_433	FN	16	1	5	A	1
195	376	1	2	49	4	FL_433	FN	16	2	7	B	1
198	203	1	2	38	3	FL_433	FN	16	2	4	D	1
199	278	1	3	31	5	FL_433	FN	16	1	3	D	1
201	241	1	2	29	5	FL_433	FN	16	2	6	E	1
202	278	1	1	36	5	FL_433	FN	16	2	5	A	4
206	177	1	1	21	5	FL_433	FN	16	1	7	A	1
207	354	1	1	39	3	FL_433	FN	16	2	6	B	1
209	305	1	1	30	5	FL_433	FN	16	2	7	E	4
210	183	1	3	21	3	FL_433	FN	16	4	7	D	5
215	223	1	1	36	6	FL_433	FN	16	1	7	A	1
221	150	1	2	28	3	FL_433	FN	16	3	4	E	1
227	213	1	2	24	5	FL_433	FN	16	3	6	E	3
232	321	1	2	25	3	FL_433	FN	16	1	4	E	1
235	217	1	2	56	4	FL_433	FN	16	3	6	E	6
249	324	1	1	29	5	FL_433	FN	16	3	6	D	2
250	283	1	2	66	6	FL_433	FN	16	1	7	E	1
251	293	1	2	23	3	FL_433	FN	16	1	3	E	1
255	223	1	1	27	5	FL_433	FN	16	2	6	B	3
258	287	1	1	33	3	FL_433	FN	16	3	7	E	1
265	256	1	2	41	5	FL_433	FN	16	2	6	E	4
269	321	1	2	30	5	FL_433	FN	16	2	3	C	2
271	299	1	1	18	4	FL_433	FN	16	2	7	B	4
272	294	1	1	32	6	FL_433	FN	16	1	5	B	4
273	502	1	2	29	5	FL_433	FN	16	1	4	D	1
275	313	1	2	18	3	FL_433	FN	16	2	5	C	2
276	323	1	1	40	5	FL_433	FN	16	2	7	C	2
278	370	1	1	29	5	FL_433	FN	16	4	5	E	4
280	544	1	2	77	3	FL_433	FN	16	4	7	A	6
282	519	1	1	25	4	FL_433	FN	16	2	2	E	2
286	734	1	1	26	5	FL_433	FN	16	1	4	E	1
290	670	1	2	38	6	FL_433	FN	16	3	4	A	1
292	406	1	2	49	6	FL_433	FN	16	1	7	B	1
298	1093	1	1	28	5	FL_433	FN	16	3	5	A	1
300	149	1	1	33	8	FL_433	FN	16	2	4	E	4
2	351	1	2	69	4	FL_433	FN	3	1	5	C	1
4	186	1	1	32	5	FL_433	FN	3	2	4	B	2
8	247	1	2	23	5	FL_433	FN	3	1	5	D	2
9	245	1	2	24	3	FL_433	FN	3	2	4	B	1
17	763	1	1	22	3	FL_433	FN	3	2	3	E	2
20	301	1	1	26	3	FL_433	FN	3	1	1	C	1
22	214	1	2	30	5	FL_433	FN	3	1	3	E	1
23	414	1	2	22	5	FL_433	FN	3	1	3	E	1
28	227	1	2	29	6	FL_433	FN	3	1	4	E	1
30	220	1	1	18	2	FL_433	FN	3	3	1	C	3
35	472	1	2	25	3	FL_433	FN	3	3	6	D	6
38	334	1	1	30	3	FL_433	FN	3	2	3	B	1
39	304	1	2	60	2	FL_433	FN	3	2	4	B	4
42	1013	1	1	25	2	FL_433	FN	3	3	4	B	5
44	239	1	2	18	2	FL_433	FN	3	1	5	C	1
47	162	1	1	27	3	FL_433	FN	3	1	4	D	1
49	311	1	1	31	5	FL_433	FN	3	2	2	E	1
51	138	1	2	34	5	FL_433	FN	3	3	4	B	1
54	330	1	1	35	5	FL_433	FN	3	1	5	E	1
57	194	1	2	28	2	FL_433	FN	3	1	4	B	1
59	293	1	1	45	3	FL_433	FN	3	1	5	A	1
65	211	1	2	20	3	FL_433	FN	3	1	5	D	4
67	222	1	2	34	4	FL_433	FN	3	1	3	E	1
68	366	1	2	27	5	FL_433	FN	3	2	4	C	2
70	382	1	2	19	3	FL_433	FN	3	2	5	E	3
76	230	1	2	20	3	FL_433	FN	3	1	1	D	1
80	311	1	1	33	1	FL_433	FN	3	1	7	A	1
82	266	1	2	39	3	FL_433	FN	3	1	6	E	1
87	260	1	2	32	6	FL_433	FN	3	2	2	D	1
88	212	1	1	43	5	FL_433	FN	3	3	4	E	4
90	159	1	2	31	6	FL_433	FN	3	2	5	E	1
96	213	1	2	24	5	FL_433	FN	3	2	5	B	1
97	268	1	1	60	3	FL_433	FN	3	1	4	A	1
100	377	1	2	35	4	FL_433	FN	3	2	6	D	2
101	181	1	2	29	5	FL_433	FN	3	1	4	E	1
103	470	1	2	34	3	FL_433	FN	3	2	3	B	1
114	380	1	1	34	2	FL_433	FN	3	1	5	E	1
115	172	1	2	39	2	FL_433	FN	3	1	1	D	1
116	231	1	1	27	6	FL_433	FN	3	2	3	A	1
121	357	1	2	34	6	FL_433	FN	3	1	5	E	1
126	236	1	2	27	5	FL_433	FN	3	1	1	C	1
127	167	1	2	34	5	FL_433	FN	3	1	1	E	1
131	243	1	2	41	3	FL_433	FN	3	3	6	E	5
136	215	1	1	31	6	FL_433	FN	3	1	1	D	1
138	174	1	1	31	3	FL_433	FN	3	1	4	C	1
142	165	1	2	27	5	FL_433	FN	3	1	3	B	1
145	223	1	2	20	4	FL_433	FN	3	2	5	A	3
146	598	1	2	36	3	FL_433	FN	3	2	4	E	2
149	283	1	1	40	5	FL_433	FN	3	1	6	E	2
152	289	1	2	19	3	FL_433	FN	3	2	3	B	1
153	396	1	1	73	2	FL_433	FN	3	1	6	E	1
156	398	1	2	31	6	FL_433	FN	3	2	5	C	1
157	470	1	2	19	3	FL_433	FN	3	2	6	E	5
160	293	1	2	22	5	FL_433	FN	3	1	4	A	2
162	135	1	1	35	5	FL_433	FN	3	1	4	E	1
168	191	1	3	34	5	FL_433	FN	3	2	4	E	1
169	525	1	1	18	4	FL_433	FN	3	2	3	E	1
171	187	1	1	34	6	FL_433	FN	3	1	2	C	1
172	251	1	1	42	5	FL_433	FN	3	1	4	D	1
182	281	1	1	51	5	FL_433	FN	3	1	7	B	1
185	299	1	2	36	6	FL_433	FN	3	1	2	C	1
186	292	1	2	19	3	FL_433	FN	3	3	4	E	3
188	325	1	2	28	6	FL_433	FN	3	2	4	B	1
194	239	1	2	37	8	FL_433	FN	3	3	4	A	3
195	376	1	2	49	4	FL_433	FN	3	1	2	A	1
198	203	1	2	38	3	FL_433	FN	3	1	2	E	1
199	278	1	3	31	5	FL_433	FN	3	1	5	E	1
201	241	1	2	29	5	FL_433	FN	3	1	2	B	1
202	278	1	1	36	5	FL_433	FN	3	3	4	A	5
206	177	1	1	21	5	FL_433	FN	3	1	5	A	1
207	354	1	1	39	3	FL_433	FN	3	1	2	E	1
209	305	1	1	30	5	FL_433	FN	3	2	6	C	2
210	183	1	3	21	3	FL_433	FN	3	1	5	C	1
215	223	1	1	36	6	FL_433	FN	3	1	4	D	1
221	150	1	2	28	3	FL_433	FN	3	1	1	C	1
227	213	1	2	24	5	FL_433	FN	3	2	3	A	2
232	321	1	2	25	3	FL_433	FN	3	1	4	C	2
235	217	1	2	56	4	FL_433	FN	3	2	5	D	5
249	324	1	1	29	5	FL_433	FN	3	1	1	E	1
250	283	1	2	66	6	FL_433	FN	3	1	7	E	1
251	293	1	2	23	3	FL_433	FN	3	1	2	B	1
255	223	1	1	27	5	FL_433	FN	3	2	2	E	1
258	287	1	1	33	3	FL_433	FN	3	2	5	B	1
265	256	1	2	41	5	FL_433	FN	3	1	6	E	1
269	321	1	2	30	5	FL_433	FN	3	2	2	B	2
271	299	1	1	18	4	FL_433	FN	3	1	5	E	3
272	294	1	1	32	6	FL_433	FN	3	1	3	A	2
273	502	1	2	29	5	FL_433	FN	3	1	1	C	1
275	313	1	2	18	3	FL_433	FN	3	2	4	E	2
276	323	1	1	40	5	FL_433	FN	3	1	6	E	1
278	370	1	1	29	5	FL_433	FN	3	2	4	A	3
280	544	1	2	77	3	FL_433	FN	3	3	7	E	6
282	519	1	1	25	4	FL_433	FN	3	3	3	E	4
286	734	1	1	26	5	FL_433	FN	3	1	5	A	1
290	670	1	2	38	6	FL_433	FN	3	1	5	E	2
292	406	1	2	49	6	FL_433	FN	3	2	2	A	1
298	1093	1	1	28	5	FL_433	FN	3	2	5	D	1
300	149	1	1	33	8	FL_433	FN	3	2	3	D	1
2	351	1	2	69	4	FL_433	FN	8	1	4	B	1
4	186	1	1	32	5	FL_433	FN	8	3	6	C	5
8	247	1	2	23	5	FL_433	FN	8	1	6	C	3
9	245	1	2	24	3	FL_433	FN	8	1	5	D	2
17	763	1	1	22	3	FL_433	FN	8	1	6	B	4
20	301	1	1	26	3	FL_433	FN	8	3	5	E	3
22	214	1	2	30	5	FL_433	FN	8	2	5	E	1
23	414	1	2	22	5	FL_433	FN	8	1	6	D	1
28	227	1	2	29	6	FL_433	FN	8	1	5	D	4
30	220	1	1	18	2	FL_433	FN	8	1	4	E	4
35	472	1	2	25	3	FL_433	FN	8	3	3	D	5
38	334	1	1	30	3	FL_433	FN	8	1	5	E	2
39	304	1	2	60	2	FL_433	FN	8	2	4	A	6
42	1013	1	1	25	2	FL_433	FN	8	3	5	A	4
44	239	1	2	18	2	FL_433	FN	8	2	5	E	1
47	162	1	1	27	3	FL_433	FN	8	1	4	B	1
49	311	1	1	31	5	FL_433	FN	8	1	5	B	1
51	138	1	2	34	5	FL_433	FN	8	3	3	D	1
54	330	1	1	35	5	FL_433	FN	8	2	5	E	1
57	194	1	2	28	2	FL_433	FN	8	2	5	E	4
59	293	1	1	45	3	FL_433	FN	8	3	6	C	5
65	211	1	2	20	3	FL_433	FN	8	2	4	E	3
67	222	1	2	34	4	FL_433	FN	8	1	4	E	1
68	366	1	2	27	5	FL_433	FN	8	2	4	C	1
70	382	1	2	19	3	FL_433	FN	8	2	6	E	5
76	230	1	2	20	3	FL_433	FN	8	2	6	B	1
80	311	1	1	33	1	FL_433	FN	8	1	7	D	1
82	266	1	2	39	3	FL_433	FN	8	1	5	A	1
87	260	1	2	32	6	FL_433	FN	8	1	2	C	1
88	212	1	1	43	5	FL_433	FN	8	2	3	E	1
90	159	1	2	31	6	FL_433	FN	8	3	4	E	1
96	213	1	2	24	5	FL_433	FN	8	2	3	A	1
97	268	1	1	60	3	FL_433	FN	8	2	7	B	4
100	377	1	2	35	4	FL_433	FN	8	1	3	C	2
101	181	1	2	29	5	FL_433	FN	8	1	5	E	1
103	470	1	2	34	3	FL_433	FN	8	3	4	C	1
114	380	1	1	34	2	FL_433	FN	8	1	5	E	2
115	172	1	2	39	2	FL_433	FN	8	2	4	D	1
116	231	1	1	27	6	FL_433	FN	8	2	4	C	1
121	357	1	2	34	6	FL_433	FN	8	1	6	E	1
126	236	1	2	27	5	FL_433	FN	8	1	1	E	1
127	167	1	2	34	5	FL_433	FN	8	1	3	A	1
131	243	1	2	41	3	FL_433	FN	8	3	4	E	2
136	215	1	1	31	6	FL_433	FN	8	2	5	E	1
138	174	1	1	31	3	FL_433	FN	8	4	7	B	6
142	165	1	2	27	5	FL_433	FN	8	2	5	A	1
145	223	1	2	20	4	FL_433	FN	8	2	5	B	2
146	598	1	2	36	3	FL_433	FN	8	1	4	D	2
149	283	1	1	40	5	FL_433	FN	8	1	7	A	3
152	289	1	2	19	3	FL_433	FN	8	2	4	B	4
153	396	1	1	73	2	FL_433	FN	8	1	6	B	2
156	398	1	2	31	6	FL_433	FN	8	2	3	B	2
157	470	1	2	19	3	FL_433	FN	8	1	7	E	5
160	293	1	2	22	5	FL_433	FN	8	1	5	E	1
162	135	1	1	35	5	FL_433	FN	8	1	1	D	1
168	191	1	3	34	5	FL_433	FN	8	1	5	B	2
169	525	1	1	18	4	FL_433	FN	8	3	6	E	4
171	187	1	1	34	6	FL_433	FN	8	1	2	C	2
172	251	1	1	42	5	FL_433	FN	8	1	5	C	1
182	281	1	1	51	5	FL_433	FN	8	1	7	C	1
185	299	1	2	36	6	FL_433	FN	8	1	3	E	1
186	292	1	2	19	3	FL_433	FN	8	3	5	A	3
188	325	1	2	28	6	FL_433	FN	8	2	6	E	3
194	239	1	2	37	8	FL_433	FN	8	2	5	A	3
195	376	1	2	49	4	FL_433	FN	8	3	5	B	1
198	203	1	2	38	3	FL_433	FN	8	2	4	E	1
199	278	1	3	31	5	FL_433	FN	8	2	4	B	1
201	241	1	2	29	5	FL_433	FN	8	2	5	A	2
202	278	1	1	36	5	FL_433	FN	8	1	3	E	1
206	177	1	1	21	5	FL_433	FN	8	1	6	E	1
207	354	1	1	39	3	FL_433	FN	8	1	7	E	1
209	305	1	1	30	5	FL_433	FN	8	2	5	C	2
210	183	1	3	21	3	FL_433	FN	8	2	7	A	5
215	223	1	1	36	6	FL_433	FN	8	1	5	D	2
